Time_s,Temperature_C,Humidity_%,Pressure_hPa,Lat,Lng,Alt_m,Fix,Sats,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,TotalAccel,FlightStarted,ParachuteState,VideoSegment
4.815,27.98,84.11,1013.73,0.000000,0.000000,0.00,0,1,-0.8269,0.4197,-0.0236,1.4733,1.6718,0.3893,0.928,0,DISABLED,0
4.871,27.98,84.11,1013.73,0.000000,0.000000,0.00,0,1,-0.8201,0.4187,-0.0158,1.5954,1.5191,0.3664,0.921,0,DISABLED,0
4.928,27.97,84.12,1013.72,0.000000,0.000000,0.00,0,1,-0.8232,0.4216,-0.0139,1.4885,1.6947,0.1985,0.925,0,DISABLED,0
4.985,27.96,84.11,1013.70,0.000000,0.000000,0.00,0,1,-0.8230,0.4224,-0.0244,1.4427,1.6336,0.1221,0.925,0,DISABLED,0
5.068,27.96,84.11,1013.70,0.000000,0.000000,0.00,0,1,-0.8264,0.4153,-0.0153,1.4427,1.7557,0.2366,0.925,0,DISABLED,0
5.150,27.98,84.14,1013.71,0.000000,0.000000,0.00,0,1,-0.8279,0.4246,-0.0219,1.3969,1.6260,0.3282,0.931,0,DISABLED,0
5.204,27.98,84.09,1013.72,0.000000,0.000000,0.00,0,1,-0.8169,0.4209,-0.0107,1.4809,1.3893,0.2519,0.919,0,DISABLED,0
5.286,27.96,84.12,1013.72,0.000000,0.000000,0.00,0,1,-0.8250,0.4146,-0.0183,1.3817,1.6336,0.3511,0.923,0,DISABLED,0
5.409,27.96,84.12,1013.69,0.000000,0.000000,0.00,0,1,-0.8269,0.4209,-0.0207,1.4046,1.6641,0.0763,0.928,0,DISABLED,0
5.491,27.98,84.11,1013.75,0.000000,0.000000,0.00,0,1,-0.8262,0.4231,-0.0258,1.4962,1.6260,0.4046,0.929,0,DISABLED,0
5.615,27.97,84.12,1013.73,0.000000,0.000000,0.00,0,1,-0.8157,0.4221,-0.0183,1.3969,1.6641,0.4733,0.919,0,DISABLED,0
5.669,27.99,84.11,1013.71,0.000000,0.000000,0.00,0,1,-0.8179,0.4219,-0.0170,1.3817,1.6870,0.3359,0.920,0,DISABLED,0
5.791,27.96,84.12,1013.71,0.000000,0.000000,0.00,0,1,-0.8225,0.4238,-0.0173,1.4351,1.7481,0.0916,0.925,0,DISABLED,0
5.847,27.96,84.12,1013.71,0.000000,0.000000,0.00,0,1,-0.8230,0.4270,-0.0212,1.4962,1.6718,0.2595,0.927,0,DISABLED,1
5.906,27.98,84.11,1013.71,0.000000,0.000000,0.00,0,1,-0.8220,0.4248,-0.0170,1.3969,1.7557,0.2290,0.925,0,DISABLED,1
5.966,27.97,84.10,1013.72,0.000000,0.000000,0.00,0,1,-0.8230,0.4197,-0.0202,1.2977,1.5267,0.1832,0.924,0,DISABLED,1
6.023,27.97,84.10,1013.72,0.000000,0.000000,0.00,0,1,-0.8230,0.4187,-0.0202,1.4656,1.6870,0.4198,0.924,0,DISABLED,1
6.082,27.98,84.10,1013.69,0.000000,0.000000,0.00,0,1,-0.8267,0.4202,-0.0124,1.6336,1.4198,0.2214,0.927,0,DISABLED,1
6.142,27.98,84.10,1013.69,0.000000,0.000000,0.00,0,1,-0.8308,0.4194,-0.0156,1.4962,1.5420,0.2672,0.931,0,DISABLED,1
6.201,27.99,84.10,1013.72,0.000000,0.000000,0.00,0,1,-0.8203,0.4229,-0.0144,1.4504,1.5420,0.4351,0.923,0,DISABLED,1
6.261,27.98,84.14,1013.71,0.000000,0.000000,0.00,0,1,-0.8181,0.4180,-0.0180,1.6641,1.6794,0.1756,0.919,0,DISABLED,1
6.320,27.98,84.14,1013.71,0.000000,0.000000,0.00,0,1,-0.8230,0.4194,-0.0246,1.5267,1.6412,0.3740,0.924,0,DISABLED,1
6.378,27.97,84.10,1013.70,0.000000,0.000000,0.00,0,1,-0.8188,0.4153,-0.0217,1.5420,1.7328,0.3206,0.918,0,DISABLED,1
6.484,27.98,84.11,1013.71,0.000000,0.000000,0.00,0,1,-0.8230,0.4160,-0.0185,1.4351,1.5344,0.3969,0.922,0,DISABLED,1
6.581,27.99,84.11,1013.72,0.000000,0.000000,0.00,0,1,-0.8291,0.4194,-0.0180,1.5038,1.6107,0.2061,0.929,0,DISABLED,1
6.635,27.99,84.11,1013.72,0.000000,0.000000,0.00,0,1,-0.8225,0.4221,-0.0158,1.6336,1.5344,0.4580,0.925,0,DISABLED,1
6.739,27.99,84.10,1013.73,0.000000,0.000000,0.00,0,1,-0.8279,0.4207,-0.0188,1.3359,1.6031,0.4351,0.929,0,DISABLED,1
6.793,27.98,84.10,1013.73,0.000000,0.000000,0.00,0,1,-0.8201,0.4229,-0.0170,1.3969,1.3817,0.2519,0.923,0,DISABLED,1
6.843,27.97,84.10,1013.70,0.000000,0.000000,0.00,0,1,-0.8181,0.4202,-0.0188,1.2519,1.7176,0.2214,0.920,0,DISABLED,1
6.901,27.97,84.10,1013.70,0.000000,0.000000,0.00,0,1,-0.8169,0.4202,-0.0207,1.3282,1.6031,0.2061,0.919,0,DISABLED,1
6.961,27.98,84.12,1013.73,0.000000,0.000000,0.00,0,1,-0.8228,0.4182,-0.0163,1.2290,1.6489,0.3282,0.923,0,DISABLED,1
7.020,27.98,84.12,1013.73,0.000000,0.000000,0.00,0,1,-0.8125,0.4199,-0.0188,1.4504,1.6412,0.3969,0.915,0,DISABLED,1
7.078,27.99,84.12,1013.73,0.000000,0.000000,0.00,0,1,-0.8276,0.4187,-0.0219,1.5496,1.6031,0.3664,0.928,0,DISABLED,1
7.138,27.98,84.13,1013.74,0.000000,0.000000,0.00,0,1,-0.8198,0.4211,-0.0158,1.4122,1.4656,0.3359,0.922,0,DISABLED,1
7.196,27.98,84.13,1013.74,0.000000,0.000000,0.00,0,1,-0.8203,0.4204,-0.0127,1.4198,1.6718,0.2824,0.922,0,DISABLED,1
7.257,27.98,84.05,1013.72,0.000000,0.000000,0.00,0,1,-0.8267,0.4229,-0.0200,1.4809,1.8321,0.3435,0.929,0,DISABLED,1
7.315,27.98,84.05,1013.72,0.000000,0.000000,0.00,0,1,-0.8184,0.4143,-0.0148,1.4046,1.6412,0.3282,0.917,0,DISABLED,1
7.373,27.99,84.09,1013.73,0.000000,0.000000,0.00,0,1,-0.8208,0.4241,-0.0170,1.4351,1.4427,0.3359,0.924,0,DISABLED,1
7.433,27.99,84.10,1013.75,0.000000,0.000000,0.00,0,1,-0.8247,0.4263,-0.0256,1.3893,1.6412,0.6031,0.929,0,DISABLED,1
7.492,27.99,84.10,1013.75,0.000000,0.000000,0.00,0,1,-0.8198,0.4197,-0.0178,1.4427,1.6565,0.2519,0.921,0,DISABLED,1
7.552,27.98,84.10,1013.72,0.000000,0.000000,0.00,0,1,-0.8208,0.4214,-0.0163,1.4275,1.5954,0.2977,0.923,0,DISABLED,1
7.642,27.99,84.10,1013.74,0.000000,0.000000,0.00,0,1,-0.8291,0.4221,-0.0166,1.4198,1.5802,0.4275,0.931,0,DISABLED,1
7.696,27.99,84.10,1013.74,0.000000,0.000000,0.00,0,1,-0.8196,0.4214,-0.0200,1.3893,1.5954,0.4198,0.922,0,DISABLED,1
7.758,27.98,84.08,1013.72,0.000000,0.000000,0.00,0,1,-0.8188,0.4211,-0.0178,1.4962,1.5954,0.0839,0.921,0,DISABLED,1
7.840,27.99,84.10,1013.72,0.000000,0.000000,0.00,0,1,-0.8274,0.4214,-0.0227,1.3740,1.6107,0.4046,0.929,0,DISABLED,1
7.894,27.99,84.11,1013.70,0.000000,0.000000,0.00,0,1,-0.8215,0.4172,-0.0166,1.4122,1.5573,0.1832,0.922,0,DISABLED,1
