Time_s,Temperature_C,Humidity_%,Pressure_hPa,Lat,Lng,Alt_m,Fix,Sats,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,TotalAccel,FlightStarted,ParachuteState,VideoSegment
2.472,33.98,57.06,1012.29,0.000000,0.000000,0.00,0,0,-0.0063,0.0483,1.0051,2.7786,14.0153,-0.9160,1.006,0,DISABLED,0
2.526,33.98,57.06,1012.29,0.000000,0.000000,0.00,0,0,0.1272,0.1399,0.9819,-12.7099,1.8168,-27.4656,1.000,0,DISABLED,0
2.630,33.96,57.12,1012.27,0.000000,0.000000,0.00,0,0,-0.1565,-0.0217,1.0547,19.8931,10.5573,-7.5420,1.066,0,DISABLED,0
2.782,33.99,57.10,1012.31,0.000000,0.000000,0.00,0,0,-0.0341,0.0148,1.0925,12.6870,27.1603,-6.1221,1.093,0,DISABLED,0
2.885,33.97,57.11,1012.27,0.000000,0.000000,0.00,0,0,-0.1702,-0.0048,0.9829,23.0382,-3.7252,-3.5649,0.998,0,DISABLED,0
3.001,33.98,57.09,1012.29,0.000000,0.000000,0.00,0,0,-0.1121,0.0107,1.0225,-8.8779,17.6489,13.3511,1.029,0,DISABLED,0
3.178,33.99,57.13,1012.31,0.000000,0.000000,0.00,0,0,-0.0419,0.0109,0.9609,5.0534,-22.1221,1.2977,0.962,0,DISABLED,0
3.258,33.98,57.13,1012.30,0.000000,0.000000,0.00,0,0,-0.0307,0.0561,1.0225,5.9008,-25.9237,-4.1908,1.024,0,DISABLED,0
3.354,33.96,57.14,1012.26,0.000000,0.000000,0.00,0,0,0.1086,-0.0278,1.1306,27.1832,0.4122,29.7634,1.136,0,DISABLED,0
3.448,33.96,57.14,1012.25,0.000000,0.000000,0.00,0,0,-0.1487,0.0371,0.9558,34.1069,5.6794,17.3817,0.968,0,DISABLED,0
3.544,33.96,57.14,1012.26,0.000000,0.000000,0.00,0,0,-0.2605,-0.0168,1.0229,-2.6489,-15.1603,12.9466,1.056,0,DISABLED,0
3.597,33.96,57.14,1012.26,0.000000,0.000000,0.00,0,0,-0.2720,-0.1243,1.0989,-22.5114,-1.2061,6.3588,1.139,0,DISABLED,0
3.693,33.98,57.20,1012.29,0.000000,0.000000,0.00,0,0,-0.0212,0.1589,1.0149,-7.2443,0.7328,1.4885,1.027,0,DISABLED,0
3.773,33.99,57.15,1012.31,0.000000,0.000000,0.00,0,0,-0.0827,0.1287,1.0940,-4.5191,5.9695,-6.4962,1.105,0,DISABLED,0
3.889,33.99,57.20,1012.28,0.000000,0.000000,0.00,0,0,-0.0466,-0.0905,0.9944,13.4962,12.3511,-19.4962,1.000,0,DISABLED,0
3.944,33.99,57.12,1012.27,0.000000,0.000000,0.00,0,0,0.0358,0.0119,0.9878,-7.4351,-7.7481,0.5267,0.989,0,DISABLED,0
