Time_s,Temperature_C,Humidity_%,Pressure_hPa,Lat,Lng,Alt_m,Fix,Sats,AccelX_g,AccelY_g,AccelZ_g,GyroX_deg_s,GyroY_deg_s,GyroZ_deg_s,TotalAccel,FlightStarted,ParachuteState,VideoSegment
4.544,28.49,83.12,1013.78,0.000000,0.000000,0.00,0,0,-0.8242,0.4199,-0.0202,1.3282,1.7786,0.3282,0.925,0,DISABLED,0
4.600,28.50,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8313,0.4238,-0.0234,1.3511,1.6183,0.3969,0.933,0,DISABLED,0
4.657,28.50,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8142,0.4209,-0.0190,1.3053,1.6489,0.2443,0.917,0,DISABLED,0
4.715,28.47,83.12,1013.73,0.000000,0.000000,0.00,0,0,-0.8254,0.4211,-0.0180,1.4885,1.7557,0.3130,0.927,0,DISABLED,0
4.775,28.47,83.12,1013.73,0.000000,0.000000,0.00,0,0,-0.8259,0.4182,-0.0222,1.3969,1.6641,0.4656,0.926,0,DISABLED,0
4.833,28.49,83.13,1013.77,0.000000,0.000000,0.00,0,0,-0.8250,0.4194,-0.0148,1.4809,1.5802,0.3588,0.926,0,DISABLED,0
4.891,28.49,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8242,0.4238,-0.0188,1.2748,1.5725,0.4809,0.927,0,DISABLED,0
4.952,28.49,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8206,0.4199,-0.0210,1.3206,1.5954,0.1832,0.922,0,DISABLED,0
5.044,28.49,83.12,1013.79,0.000000,0.000000,0.00,0,0,-0.8284,0.4197,-0.0192,1.2901,1.6489,0.4122,0.929,0,DISABLED,0
5.160,28.50,83.14,1013.82,0.000000,0.000000,0.00,0,0,-0.8298,0.4219,-0.0146,1.3282,1.6794,0.5725,0.931,0,DISABLED,0
5.214,28.50,83.10,1013.74,0.000000,0.000000,0.00,0,0,-0.8242,0.4207,-0.0183,1.4351,1.7557,0.0763,0.926,0,DISABLED,0
5.296,28.47,83.13,1013.74,0.000000,0.000000,0.00,0,0,-0.8184,0.4238,-0.0200,1.4885,1.6489,0.0610,0.922,0,DISABLED,0
5.420,28.48,83.13,1013.79,0.000000,0.000000,0.00,0,0,-0.8162,0.4121,-0.0285,1.6412,1.4580,0.0916,0.915,0,DISABLED,0
5.573,28.50,83.15,1013.80,0.000000,0.000000,0.00,0,0,-0.8225,0.4155,-0.0192,1.4885,1.5802,0.3130,0.922,0,DISABLED,1
5.629,28.50,83.15,1013.80,0.000000,0.000000,0.00,0,0,-0.8262,0.4238,-0.0166,1.5267,1.5725,0.4504,0.929,0,DISABLED,1
5.686,28.48,83.15,1013.78,0.000000,0.000000,0.00,0,0,-0.8210,0.4263,-0.0163,1.4122,1.4733,0.2519,0.925,0,DISABLED,1
5.746,28.48,83.15,1013.78,0.000000,0.000000,0.00,0,0,-0.8181,0.4270,-0.0205,1.3206,1.5802,0.4962,0.923,0,DISABLED,1
5.805,28.49,83.13,1013.78,0.000000,0.000000,0.00,0,0,-0.8271,0.4216,-0.0195,1.4198,1.5573,0.2519,0.929,0,DISABLED,1
5.862,28.50,83.14,1013.78,0.000000,0.000000,0.00,0,0,-0.8196,0.4221,-0.0205,1.2443,1.5496,0.4962,0.922,0,DISABLED,1
5.922,28.50,83.14,1013.78,0.000000,0.000000,0.00,0,0,-0.8257,0.4202,-0.0156,1.4656,1.5267,0.3817,0.927,0,DISABLED,1
5.982,28.48,83.14,1013.76,0.000000,0.000000,0.00,0,0,-0.8291,0.4182,-0.0271,1.4427,1.5038,0.0992,0.929,0,DISABLED,1
6.041,28.48,83.14,1013.76,0.000000,0.000000,0.00,0,0,-0.8250,0.4136,-0.0144,1.3359,1.4656,0.2061,0.923,0,DISABLED,1
6.099,28.49,83.12,1013.76,0.000000,0.000000,0.00,0,0,-0.8215,0.4175,-0.0227,1.3282,1.6641,0.1756,0.922,0,DISABLED,1
6.182,28.49,83.13,1013.77,0.000000,0.000000,0.00,0,0,-0.8206,0.4226,-0.0144,1.5802,1.4656,0.4809,0.923,0,DISABLED,1
6.264,28.49,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8257,0.4185,-0.0148,1.3206,1.5954,0.3053,0.926,0,DISABLED,1
6.319,28.49,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8323,0.4148,-0.0217,1.3664,1.7328,0.4275,0.930,0,DISABLED,1
6.378,28.47,83.15,1013.75,0.000000,0.000000,0.00,0,0,-0.8196,0.4202,-0.0190,1.4885,1.7023,0.4351,0.921,0,DISABLED,1
6.437,28.49,83.12,1013.75,0.000000,0.000000,0.00,0,0,-0.8191,0.4192,-0.0124,1.4504,1.6641,0.3588,0.920,0,DISABLED,1
6.519,28.49,83.14,1013.79,0.000000,0.000000,0.00,0,0,-0.8296,0.4189,-0.0224,1.5191,1.6183,0.4962,0.930,0,DISABLED,1
6.601,28.51,83.14,1013.79,0.000000,0.000000,0.00,0,0,-0.8162,0.4250,-0.0207,1.4885,1.6336,0.1069,0.920,0,DISABLED,1
6.655,28.50,83.14,1013.78,0.000000,0.000000,0.00,0,0,-0.8250,0.4204,-0.0227,1.3893,1.6336,0.0610,0.926,0,DISABLED,1
6.715,28.50,83.14,1013.78,0.000000,0.000000,0.00,0,0,-0.8276,0.4192,-0.0153,1.5191,1.6947,0.6336,0.928,0,DISABLED,1
6.773,28.48,83.14,1013.75,0.000000,0.000000,0.00,0,0,-0.8176,0.4246,-0.0202,1.4046,1.5267,0.3817,0.922,0,DISABLED,1
6.833,28.48,83.14,1013.75,0.000000,0.000000,0.00,0,0,-0.8281,0.4211,-0.0170,1.5038,1.7328,0.3206,0.929,0,DISABLED,1
6.925,28.49,83.13,1013.76,0.000000,0.000000,0.00,0,0,-0.8298,0.4221,-0.0134,1.4962,1.8244,0.3588,0.931,0,DISABLED,1
7.042,28.48,83.12,1013.78,0.000000,0.000000,0.00,0,0,-0.8264,0.4226,-0.0166,1.3206,1.4427,0.1908,0.928,0,DISABLED,1
7.144,28.48,83.13,1013.78,0.000000,0.000000,0.00,0,0,-0.8213,0.4187,-0.0219,1.2672,1.7252,0.3969,0.922,0,DISABLED,1
7.199,28.48,83.13,1013.78,0.000000,0.000000,0.00,0,0,-0.8328,0.4221,-0.0139,1.4809,1.5725,0.3588,0.934,0,DISABLED,1
7.258,28.48,83.10,1013.79,0.000000,0.000000,0.00,0,0,-0.8274,0.4221,-0.0190,1.4351,1.6489,0.2901,0.929,0,DISABLED,1
7.317,28.48,83.10,1013.79,0.000000,0.000000,0.00,0,0,-0.8191,0.4231,-0.0253,1.3740,1.7328,0.3282,0.922,0,DISABLED,1
7.377,28.48,83.11,1013.76,0.000000,0.000000,0.00,0,0,-0.8291,0.4258,-0.0148,1.4046,1.6031,0.2443,0.932,0,DISABLED,1
7.435,28.49,83.11,1013.78,0.000000,0.000000,0.00,0,0,-0.8298,0.4199,-0.0136,1.2519,1.5115,0.3893,0.930,0,DISABLED,1
7.493,28.49,83.11,1013.78,0.000000,0.000000,0.00,0,0,-0.8188,0.4167,-0.0178,1.3969,1.7786,0.3588,0.919,0,DISABLED,1
7.554,28.49,83.12,1013.77,0.000000,0.000000,0.00,0,0,-0.8203,0.4224,-0.0153,1.4656,1.4122,0.1756,0.923,0,DISABLED,1
7.612,28.49,83.12,1013.77,0.000000,0.000000,0.00,0,0,-0.8245,0.4197,-0.0166,1.4046,1.5420,0.2290,0.925,0,DISABLED,1
7.672,28.50,83.13,1013.77,0.000000,0.000000,0.00,0,0,-0.8264,0.4175,-0.0170,1.2443,1.5038,0.3664,0.926,0,DISABLED,1
7.755,28.50,83.13,1013.79,0.000000,0.000000,0.00,0,0,-0.8149,0.4265,-0.0197,1.3664,1.7557,0.4351,0.920,0,DISABLED,1
7.837,28.50,83.12,1013.79,0.000000,0.000000,0.00,0,0,-0.8250,0.4209,-0.0148,1.4122,1.6565,0.2290,0.926,0,DISABLED,1
7.891,28.50,83.12,1013.79,0.000000,0.000000,0.00,0,0,-0.8274,0.4211,-0.0129,1.2824,1.7710,0.4351,0.928,0,DISABLED,1
7.950,28.48,83.14,1013.77,0.000000,0.000000,0.00,0,0,-0.8232,0.4153,-0.0234,1.3740,1.5802,0.3359,0.922,0,DISABLED,1
